classifier,fold,val_accuracy,train_accuracy,best_k,best_params
SVM_linear,75,0.7352941176470589,0.9848484848484849,83,"OrderedDict({'clf__C': 9.22060460383879, 'kruskal__k': 83})"
SVM_linear,76,0.6363636363636364,1.0,97,"OrderedDict({'clf__C': 1.1289194363055204, 'kruskal__k': 97})"
SVM_linear,77,0.696969696969697,1.0,96,"OrderedDict({'clf__C': 100.0, 'kruskal__k': 96})"
SVM_linear,78,0.7647058823529411,1.0,139,"OrderedDict({'clf__C': 13.167280746665792, 'kruskal__k': 139})"
SVM_linear,79,0.5757575757575758,0.9850746268656716,144,"OrderedDict({'clf__C': 0.11200680888135306, 'kruskal__k': 144})"
SVM_linear,80,0.7272727272727273,0.9552238805970149,561,"OrderedDict({'clf__C': 0.003643302793158416, 'kruskal__k': 561})"
SVM_linear,81,0.7352941176470589,1.0,279,"OrderedDict({'clf__C': 0.19005300000627234, 'kruskal__k': 279})"
SVM_linear,82,0.8181818181818182,0.9701492537313433,106,"OrderedDict({'clf__C': 5.371343421992514, 'kruskal__k': 106})"
SVM_linear,83,0.7272727272727273,0.9104477611940298,95,"OrderedDict({'clf__C': 0.006149862718505428, 'kruskal__k': 95})"
SVM_linear,84,0.7058823529411765,1.0,85,"OrderedDict({'clf__C': 96.39117439139483, 'kruskal__k': 85})"
SVM_linear,85,0.696969696969697,0.9850746268656716,83,"OrderedDict({'clf__C': 0.8056766915429636, 'kruskal__k': 83})"
SVM_linear,86,0.6666666666666666,0.9552238805970149,491,"OrderedDict({'clf__C': 0.0020103935805426184, 'kruskal__k': 491})"
SVM_linear,87,0.7647058823529411,1.0,83,"OrderedDict({'clf__C': 0.6730856031299125, 'kruskal__k': 83})"
SVM_linear,88,0.6363636363636364,0.9253731343283582,531,"OrderedDict({'clf__C': 0.001, 'kruskal__k': 531})"
SVM_linear,89,0.7272727272727273,0.9850746268656716,90,"OrderedDict({'clf__C': 15.976602978637564, 'kruskal__k': 90})"
SVM_RBF,0,0.6470588235294118,1.0,83,"OrderedDict({'clf__C': 66.06713404515706, 'clf__gamma': 'scale', 'kruskal__k': 83})"
SVM_RBF,1,0.7272727272727273,0.9850746268656716,97,"OrderedDict({'clf__C': 32.41458962210912, 'clf__gamma': 'auto', 'kruskal__k': 97})"
SVM_RBF,2,0.5454545454545454,1.0,494,"OrderedDict({'clf__C': 29.010404460874035, 'clf__gamma': 'auto', 'kruskal__k': 494})"
SVM_RBF,3,0.8529411764705882,1.0,83,"OrderedDict({'clf__C': 100.0, 'clf__gamma': 0.001, 'kruskal__k': 83})"
SVM_RBF,4,0.7575757575757576,0.9552238805970149,83,"OrderedDict({'clf__C': 48.64248735926903, 'clf__gamma': 0.001, 'kruskal__k': 83})"
SVM_RBF,5,0.7272727272727273,1.0,96,"OrderedDict({'clf__C': 41.73046801168927, 'clf__gamma': 'auto', 'kruskal__k': 96})"
SVM_RBF,6,0.6764705882352942,0.9848484848484849,495,"OrderedDict({'clf__C': 1.5001770047006635, 'clf__gamma': 'scale', 'kruskal__k': 495})"
SVM_RBF,7,0.6060606060606061,0.9850746268656716,83,"OrderedDict({'clf__C': 100.0, 'clf__gamma': 0.001, 'kruskal__k': 83})"
SVM_RBF,8,0.6363636363636364,0.9701492537313433,607,"OrderedDict({'clf__C': 2.927037624847042, 'clf__gamma': 'scale', 'kruskal__k': 607})"
SVM_RBF,9,0.5588235294117647,0.9696969696969697,607,"OrderedDict({'clf__C': 1.6564271387742289, 'clf__gamma': 'auto', 'kruskal__k': 607})"
SVM_RBF,10,0.7878787878787878,1.0,83,"OrderedDict({'clf__C': 100.0, 'clf__gamma': 0.01, 'kruskal__k': 83})"
SVM_RBF,11,0.7575757575757576,0.9701492537313433,607,"OrderedDict({'clf__C': 1.9846181708074353, 'clf__gamma': 0.001, 'kruskal__k': 607})"
SVM_RBF,12,0.8823529411764706,0.9848484848484849,83,"OrderedDict({'clf__C': 100.0, 'clf__gamma': 0.001, 'kruskal__k': 83})"
SVM_RBF,13,0.6666666666666666,0.9104477611940298,210,"OrderedDict({'clf__C': 1.5914264858024312, 'clf__gamma': 0.001, 'kruskal__k': 210})"
SVM_RBF,14,0.7272727272727273,1.0,83,"OrderedDict({'clf__C': 87.10861614855823, 'clf__gamma': 'scale', 'kruskal__k': 83})"
SVM_RBF,15,0.7058823529411765,0.8939393939393939,83,"OrderedDict({'clf__C': 6.1523626349858125, 'clf__gamma': 0.001, 'kruskal__k': 83})"
SVM_RBF,16,0.7575757575757576,0.9850746268656716,83,"OrderedDict({'clf__C': 100.0, 'clf__gamma': 0.001, 'kruskal__k': 83})"
SVM_RBF,17,0.6666666666666666,0.9701492537313433,83,"OrderedDict({'clf__C': 38.23700820035496, 'clf__gamma': 'auto', 'kruskal__k': 83})"
SVM_RBF,18,0.8235294117647058,1.0,83,"OrderedDict({'clf__C': 100.0, 'clf__gamma': 'scale', 'kruskal__k': 83})"
SVM_RBF,19,0.5757575757575758,0.9701492537313433,607,"OrderedDict({'clf__C': 6.477599050411131, 'clf__gamma': 0.001, 'kruskal__k': 607})"
SVM_RBF,20,0.7575757575757576,0.9552238805970149,83,"OrderedDict({'clf__C': 20.189830967477405, 'clf__gamma': 0.001, 'kruskal__k': 83})"
SVM_RBF,21,0.5882352941176471,1.0,157,"OrderedDict({'clf__C': 26.434974872521533, 'clf__gamma': 'auto', 'kruskal__k': 157})"
SVM_RBF,22,0.6666666666666666,1.0,83,"OrderedDict({'clf__C': 100.0, 'clf__gamma': 0.01, 'kruskal__k': 83})"
SVM_RBF,23,0.7575757575757576,1.0,607,"OrderedDict({'clf__C': 74.71167221165767, 'clf__gamma': 0.001, 'kruskal__k': 607})"
SVM_RBF,24,0.7941176470588235,0.9848484848484849,83,"OrderedDict({'clf__C': 100.0, 'clf__gamma': 0.001, 'kruskal__k': 83})"
